record_id,governorate,city,region,year,month,date,latitude,longitude,utm32_easting,utm32_northing,population_density,urban_index,temperature_c,rainfall_mm,humidity_pct,ndvi_score,drought_pressure_score,electricity_pressure_score,tourism_pressure_score,observed_index,data_nature,observed_lag_1,observed_lag_2,observed_lag_3,observed_lag_6,observed_lag_12,rolling_mean_3,rolling_mean_6,target_stage1_tabular_score,target_stage2_lstm_score,lstm_agri_price_next_3m
EX24_Manouba_2024_11,Manouba,Manouba,Nord-Est,2024,11,2024-11-15,36.83471,10.061494,594653.14,4077062.15,750,72.0,15.01,83.06,81.41,71.63,29.96,78.6,50.66,41.24,données du projet,67.65,84.35,94.71,63.09,49.91,82.2366666666667,77.49833333333333,33.28,42.12,42.12
EX24_Manouba_2024_12,Manouba,Manouba,Nord-Est,2024,12,2024-12-15,36.822885,10.037283,592508.4,4075726.65,750,72.0,13.29,89.39,82.76,75.18,13.36,80.56,62.62,42.66,données du projet,41.24,67.65,84.35,73.41,48.83,64.41333333333337,73.85666666666667,46.25,44.57,44.57
EX24_Manouba_2025_01,Manouba,Manouba,Nord-Est,2025,1,2025-01-15,36.787451,10.097097,597888.15,4071855.25,750,72.0,13.48,103.45,86.89,88.17,3.53,78.13,51.21,42.2,données du projet,42.66,41.24,67.65,81.78,40.86,50.51666666666671,68.73166666666667,36.32,48.13,48.13
EX24_Manouba_2025_02,Manouba,Manouba,Nord-Est,2025,2,2025-02-15,36.835968,10.076971,596031.72,4077217.2,750,72.0,12.93,124.5,91.69,74.1,0.0,91.47,47.06,36.31,données du projet,42.2,42.66,41.24,94.71,39.76,42.03333333333337,62.135,52.97,59.72,59.72
EX24_Manouba_2025_03,Manouba,Manouba,Nord-Est,2025,3,2025-03-15,36.799211,10.090384,597274.27,4073153.0,750,72.0,16.26,68.98,79.73,73.11,22.89,71.24,50.21,57.01,données du projet,36.31,42.2,42.66,84.35,44.0,40.390000000000036,52.401666666666664,75.36,67.23,67.23
EX24_Manouba_2025_04,Manouba,Manouba,Nord-Est,2025,4,2025-04-15,36.782183,10.072724,595719.89,4071246.3,750,72.0,20.5,77.35,78.47,64.0,57.48,78.92,56.05,63.01,données du projet,57.01,36.31,42.2,67.65,57.42,45.17333333333337,47.845000000000006,94.64,70.63,70.63
EX24_Manouba_2025_05,Manouba,Manouba,Nord-Est,2025,5,2025-05-15,36.856449,10.113268,599241.88,4079526.3,750,72.0,23.26,62.7,64.57,59.95,60.06,88.18,69.23,70.16,données du projet,63.01,57.01,36.31,41.24,63.09,52.11000000000004,47.071666666666665,69.67,81.22,81.22
EX24_Manouba_2025_06,Manouba,Manouba,Nord-Est,2025,6,2025-06-15,36.802143,10.101814,598290.28,4073489.96,750,72.0,24.93,4.89,61.6,54.22,81.04,86.0,86.98,76.72,données du projet,70.16,63.01,57.01,42.66,73.41,63.39333333333337,51.89166666666667,87.85,74.96,74.96
EX24_Manouba_2025_07,Manouba,Manouba,Nord-Est,2025,7,2025-07-15,36.82437,10.068774,595315.13,4075922.32,750,72.0,31.76,42.95,57.58,40.95,94.53,96.14,73.09,75.44,données du projet,76.72,70.16,63.01,42.2,81.78,69.96333333333338,57.56833333333333,70.08,73.4,73.4
EX24_Manouba_2025_08,Manouba,Manouba,Nord-Est,2025,8,2025-08-15,36.759057,10.036777,592540.03,4068645.43,750,72.0,33.53,22.98,57.73,37.17,72.02,93.83,100.0,83.52,données du projet,75.44,76.72,70.16,36.31,94.71,74.1066666666667,63.10833333333333,82.45,57.57,57.57
EX24_Manouba_2025_09,Manouba,Manouba,Nord-Est,2025,9,2025-09-15,36.822879,10.097544,597882.86,4075785.94,750,72.0,25.75,40.51,64.01,59.86,60.11,80.31,82.81,74.6,données du projet,83.52,75.44,76.72,57.01,84.35,78.56000000000004,70.97666666666666,41.86,48.02,48.02
EX24_Medenine_2017_01,Medenine,Medenine,Sud-Est,2017,1,2017-01-15,33.386575,10.53651,642911.96,3695198.63,150,54.0,19.62,56.63,74.21,50.37,30.06,65.66,59.17,39.11,données du projet,49.05,57.09,62.62,80.59,31.09,56.253333333333366,69.155,52.58,60.12,60.12
EX24_Medenine_2017_02,Medenine,Medenine,Sud-Est,2017,2,2017-02-15,33.303798,10.510904,640663.19,3685985.37,150,54.0,22.48,55.56,67.13,48.04,47.98,66.07,34.26,51.27,données du projet,39.11,49.05,57.09,83.22,36.23,48.41666666666671,62.24166666666667,62.71,62.87,62.87
EX24_Medenine_2017_03,Medenine,Medenine,Sud-Est,2017,3,2017-03-15,33.342996,10.505879,640132.53,3690324.86,150,54.0,24.3,60.48,54.05,44.48,45.89,70.12,42.9,58.68,données du projet,51.27,39.11,49.05,82.36,58.23,46.47666666666671,56.916666666666664,74.93,74.61,74.61
EX24_Medenine_2017_04,Medenine,Medenine,Sud-Est,2017,4,2017-04-15,33.3434,10.501133,639690.23,3690363.27,150,54.0,30.41,21.97,48.67,36.45,77.48,55.52,47.21,65.34,données du projet,58.68,51.27,39.11,62.62,61.41,49.6866666666667,52.97,100.0,76.42,76.42
EX24_Medenine_2017_05,Medenine,Medenine,Sud-Est,2017,5,2017-05-15,33.357254,10.543158,643578.51,3691956.56,150,54.0,32.7,36.01,48.45,33.1,76.66,74.67,60.33,70.09,données du projet,65.34,58.68,51.27,57.09,76.86,58.430000000000035,53.423333333333325,88.63,80.11,80.11
EX24_Medenine_2017_06,Medenine,Medenine,Sud-Est,2017,6,2017-06-15,33.366869,10.483323,637995.73,3692941.81,150,54.0,35.87,13.21,41.43,25.22,100.0,86.5,73.22,77.55,données du projet,70.09,65.34,58.68,49.05,74.39,64.70333333333338,55.59,56.55,82.1,82.1
EX24_Medenine_2017_07,Medenine,Medenine,Sud-Est,2017,7,2017-07-15,33.410332,10.517887,641141.27,3697807.45,150,54.0,37.29,16.5,43.69,24.29,88.44,83.35,58.07,81.83,données du projet,77.55,70.09,65.34,39.11,80.59,70.99333333333337,60.34,100.0,80.28,80.28
EX24_Medenine_2017_08,Medenine,Medenine,Sud-Est,2017,8,2017-08-15,33.376233,10.507603,640239.7,3694012.55,150,54.0,37.74,15.5,40.86,28.78,100.0,85.68,77.95,90.27,données du projet,81.83,77.55,70.09,51.27,83.22,76.49000000000002,67.46,77.34,74.01,74.01
EX24_Medenine_2017_09,Medenine,Medenine,Sud-Est,2017,9,2017-09-15,33.337929,10.473553,637132.04,3689720.11,150,54.0,33.84,10.09,47.09,37.13,80.22,78.6,70.86,81.04,données du projet,90.27,81.83,77.55,58.68,82.36,83.2166666666667,73.96,61.34,64.73,64.73
EX24_Medenine_2017_10,Medenine,Medenine,Sud-Est,2017,10,2017-10-15,33.346435,10.443731,634343.48,3690624.42,150,54.0,25.52,55.22,54.06,39.53,47.31,60.89,55.59,66.53,données du projet,81.04,90.27,81.83,65.34,62.62,84.38000000000004,77.68666666666667,67.89,53.31,53.31
EX24_Medenine_2017_11,Medenine,Medenine,Sud-Est,2017,11,2017-11-15,33.364902,10.497749,639341.02,3692742.95,150,54.0,22.56,53.83,68.18,42.05,57.46,62.47,49.32,69.51,données du projet,66.53,81.04,90.27,70.09,57.09,79.28000000000003,77.88499999999999,44.45,47.82,47.82
EX24_Medenine_2017_12,Medenine,Medenine,Sud-Est,2017,12,2017-12-15,33.297296,10.510317,640618.95,3685263.65,150,54.0,18.18,59.0,73.45,53.18,36.2,64.76,57.91,57.01,données du projet,69.51,66.53,81.04,77.55,49.05,72.36000000000004,77.78833333333334,31.23,46.12,46.12
EX24_Medenine_2018_01,Medenine,Medenine,Sud-Est,2018,1,2018-01-15,33.427867,10.521749,641471.91,3699757.04,150,54.0,21.14,72.48,71.41,56.3,26.87,55.03,44.53,42.74,données du projet,57.01,69.51,66.53,81.83,39.11,64.35000000000004,74.365,46.46,57.69,57.69
EX24_Medenine_2018_02,Medenine,Medenine,Sud-Est,2018,2,2018-02-15,33.360303,10.490111,638637.68,3692222.84,150,54.0,21.71,48.61,70.93,58.56,27.45,61.16,55.01,42.44,données du projet,42.74,57.01,69.51,90.27,51.27,56.42000000000004,67.85000000000001,71.41,68.07,68.07
EX24_Medenine_2018_03,Medenine,Medenine,Sud-Est,2018,3,2018-03-15,33.361414,10.512349,640705.04,3692375.85,150,54.0,26.57,65.33,64.43,46.63,42.49,61.79,51.37,52.08,données du projet,42.44,42.74,57.01,81.04,58.68,47.396666666666704,59.87833333333334,70.07,79.32,79.32
EX24_Medenine_2018_04,Medenine,Medenine,Sud-Est,2018,4,2018-04-15,33.365069,10.529923,642334.27,3692805.02,150,54.0,31.11,25.05,55.3,33.31,73.73,64.1,53.35,70.65,données du projet,52.08,42.44,42.74,66.53,65.34,45.753333333333366,55.05166666666667,63.78,83.16,83.16
EX24_Medenine_2018_05,Medenine,Medenine,Sud-Est,2018,5,2018-05-15,33.419783,10.475511,637185.69,3698798.73,150,54.0,31.14,30.4,51.43,37.88,87.02,77.74,49.72,79.2,données du projet,70.65,52.08,42.44,69.51,70.09,55.0566666666667,55.73833333333332,87.03,94.45,94.45
EX24_Medenine_2018_06,Medenine,Medenine,Sud-Est,2018,6,2018-06-15,33.358122,10.458316,635682.6,3691939.11,150,54.0,34.01,46.99,47.32,30.59,92.83,90.36,70.39,86.5,données du projet,79.2,70.65,52.08,57.01,77.55,67.31000000000004,57.35333333333333,91.71,93.61,93.61
EX24_Medenine_2018_07,Medenine,Medenine,Sud-Est,2018,7,2018-07-15,33.299732,10.514116,640968.76,3685538.87,150,54.0,39.58,28.42,35.75,24.16,100.0,75.76,62.94,96.92,données du projet,86.5,79.2,70.65,42.74,81.83,78.78333333333337,62.26833333333334,74.21,80.01,80.01
EX24_Medenine_2018_08,Medenine,Medenine,Sud-Est,2018,8,2018-08-15,33.381472,10.503419,639842.08,3694587.85,150,54.0,38.01,6.34,36.44,22.92,95.48,74.8,75.04,89.94,données du projet,96.92,86.5,79.2,42.44,90.27,87.54000000000003,71.29833333333333,82.45,63.04,63.04
EX24_Medenine_2018_09,Medenine,Medenine,Sud-Est,2018,9,2018-09-15,33.350455,10.498506,639434.48,3691142.1,150,54.0,32.33,34.83,48.45,32.39,73.83,77.3,74.99,81.56,données du projet,89.94,96.92,86.5,52.08,81.04,91.12000000000005,79.21499999999999,89.2,55.09,55.09
EX24_Medenine_2018_10,Medenine,Medenine,Sud-Est,2018,10,2018-10-15,33.33606,10.492196,638870.12,3689537.55,150,54.0,26.89,42.58,59.26,38.1,62.05,66.42,53.25,72.38,données du projet,81.56,89.94,96.92,70.65,66.53,89.47333333333336,84.12833333333333,51.51,43.94,43.94
EX24_Medenine_2018_11,Medenine,Medenine,Sud-Est,2018,11,2018-11-15,33.311134,10.490129,638717.22,3686770.99,150,54.0,23.12,38.21,65.64,54.02,37.74,52.76,30.48,46.22,données du projet,72.38,81.56,89.94,79.2,69.51,81.29333333333336,84.41666666666667,34.56,45.29,45.29
EX24_Medenine_2018_12,Medenine,Medenine,Sud-Est,2018,12,2018-12-15,33.323922,10.502367,639836.2,3688205.23,150,54.0,17.98,49.95,71.75,53.62,31.95,61.3,71.27,39.83,données du projet,46.22,72.38,81.56,86.5,57.01,66.72000000000004,78.92,45.78,48.34,48.34
EX24_Medenine_2019_01,Medenine,Medenine,Sud-Est,2019,1,2019-01-15,33.373059,10.491043,638704.13,3693638.46,150,54.0,20.44,54.87,59.64,46.83,43.11,55.36,46.91,57.28,données du projet,39.83,46.22,72.38,96.92,42.74,52.81000000000003,71.14166666666667,51.11,55.72,55.72
EX24_Medenine_2019_02,Medenine,Medenine,Sud-Est,2019,2,2019-02-15,33.366929,10.482031,637875.35,3692946.79,150,54.0,17.61,67.94,64.97,49.84,35.59,65.42,51.78,38.88,données du projet,57.28,39.83,46.22,89.94,42.44,47.7766666666667,64.535,54.87,68.6,68.6
EX24_Medenine_2019_03,Medenine,Medenine,Sud-Est,2019,3,2019-03-15,33.371374,10.46248,636049.41,3693413.93,150,54.0,25.72,38.03,61.39,49.76,41.96,63.15,48.14,59.88,données du projet,38.88,57.28,39.83,81.56,52.08,45.330000000000034,56.025,63.63,79.46,79.46
EX24_Medenine_2019_04,Medenine,Medenine,Sud-Est,2019,4,2019-04-15,33.371756,10.517178,641137.64,3693529.07,150,54.0,30.15,76.93,50.74,31.49,60.67,66.35,63.34,72.18,données du projet,59.88,38.88,57.28,72.38,70.65,52.01333333333337,52.41166666666667,62.96,87.86,87.86
EX24_Medenine_2019_05,Medenine,Medenine,Sud-Est,2019,5,2019-05-15,33.349263,10.396593,629952.55,3690878.1,150,54.0,32.64,11.48,47.26,35.78,85.18,77.61,34.64,79.23,données du projet,72.18,59.88,38.88,46.22,79.2,56.98000000000004,52.37833333333333,84.98,91.33,91.33
EX24_Medenine_2019_06,Medenine,Medenine,Sud-Est,2019,6,2019-06-15,33.358158,10.488043,638448.64,3691982.28,150,54.0,37.73,28.04,46.99,35.73,98.27,82.75,73.99,91.99,données du projet,79.23,72.18,59.88,39.83,86.5,70.43000000000005,57.879999999999995,86.68,82.55,82.55
EX24_Medenine_2019_07,Medenine,Medenine,Sud-Est,2019,7,2019-07-15,33.347613,10.449012,634833.08,3690761.76,150,54.0,41.7,5.85,31.25,18.46,91.89,92.2,79.57,94.53,données du projet,91.99,79.23,72.18,57.28,96.92,81.13333333333337,66.57333333333334,100.0,80.62,80.62
EX24_Medenine_2019_08,Medenine,Medenine,Sud-Est,2019,8,2019-08-15,33.346831,10.505015,640046.01,3690748.96,150,54.0,42.22,48.72,39.96,24.0,88.32,87.51,76.84,95.32,données du projet,94.53,91.99,79.23,38.88,89.94,88.58333333333337,72.78166666666668,79.44,67.54,67.54
EX24_Medenine_2019_09,Medenine,Medenine,Sud-Est,2019,9,2019-09-15,33.343768,10.491507,638793.79,3690391.25,150,54.0,33.38,27.06,45.82,26.69,83.77,81.73,72.63,80.3,données du projet,95.32,94.53,91.99,59.88,81.56,93.9466666666667,82.18833333333333,75.19,59.8,59.8
EX24_Medenine_2019_10,Medenine,Medenine,Sud-Est,2019,10,2019-10-15,33.357427,10.52255,641660.66,3691947.53,150,54.0,27.04,27.19,61.19,37.22,63.29,81.0,39.74,68.94,données du projet,80.3,95.32,94.53,72.18,72.38,90.05000000000003,85.59166666666668,64.36,46.23,46.23
EX24_Medenine_2019_11,Medenine,Medenine,Sud-Est,2019,11,2019-11-15,33.329414,10.484327,638148.25,3688790.09,150,54.0,22.05,42.18,75.12,45.69,38.64,61.09,40.31,51.32,données du projet,68.94,80.3,95.32,79.23,46.22,81.52000000000004,85.05166666666666,53.49,49.24,49.24
EX24_Medenine_2019_12,Medenine,Medenine,Sud-Est,2019,12,2019-12-15,33.336855,10.499947,639590.27,3689636.0,150,54.0,20.9,48.87,72.54,48.54,39.65,67.23,52.67,50.35,données du projet,51.32,68.94,80.3,91.99,39.83,66.85333333333337,80.39999999999999,70.91,46.08,46.08
EX24_Medenine_2020_01,Medenine,Medenine,Sud-Est,2020,1,2020-01-15,33.345961,10.509035,640421.5,3690657.93,150,54.0,17.08,54.33,68.67,58.42,24.71,74.17,47.15,49.36,données du projet,50.35,51.32,68.94,94.53,57.28,56.87000000000003,73.46,34.46,52.4,52.4
EX24_Medenine_2020_02,Medenine,Medenine,Sud-Est,2020,2,2020-02-15,33.382835,10.496536,639199.58,3694729.74,150,54.0,18.17,59.62,61.73,44.54,39.21,59.86,54.26,44.4,données du projet,49.36,50.35,51.32,95.32,38.88,50.34333333333336,65.93166666666667,39.44,58.54,58.54
EX24_Medenine_2020_03,Medenine,Medenine,Sud-Est,2020,3,2020-03-15,33.324837,10.486743,638380.38,3688285.89,150,54.0,25.17,70.65,64.45,38.34,39.89,65.55,46.06,49.89,données du projet,44.4,49.36,50.35,80.3,59.88,48.0366666666667,57.44499999999999,51.14,70.84,70.84
EX24_Medenine_2020_04,Medenine,Medenine,Sud-Est,2020,4,2020-04-15,33.422375,10.57274,646222.07,3699218.58,150,54.0,29.65,46.55,54.34,37.03,65.19,81.18,37.58,65.33,données du projet,49.89,44.4,49.36,68.94,72.18,47.88333333333336,52.376666666666665,63.18,79.41,79.41
EX24_Medenine_2020_05,Medenine,Medenine,Sud-Est,2020,5,2020-05-15,33.329889,10.479747,637721.22,3688836.76,150,54.0,32.84,34.51,48.84,36.2,79.63,76.01,37.73,70.25,données du projet,65.33,49.89,44.4,51.32,79.23,53.206666666666706,51.775,98.35,89.77,89.77
EX24_Medenine_2020_06,Medenine,Medenine,Sud-Est,2020,6,2020-06-15,33.337355,10.581152,647147.38,3689803.15,150,54.0,35.1,18.06,44.96,25.0,82.12,79.62,58.56,81.34,données du projet,70.25,65.33,49.89,50.35,91.99,61.82333333333336,54.93000000000001,85.91,92.21,92.21
EX24_Medenine_2020_07,Medenine,Medenine,Sud-Est,2020,7,2020-07-15,33.368639,10.468554,636618.81,3693118.65,150,54.0,39.96,28.93,34.38,26.53,100.0,75.64,69.5,82.84,données du projet,81.34,70.25,65.33,49.36,94.53,72.30666666666671,60.095,86.81,88.1,88.1
EX24_Medenine_2020_08,Medenine,Medenine,Sud-Est,2020,8,2020-08-15,33.35163,10.492893,638910.33,3691264.88,150,54.0,34.99,13.83,37.4,22.73,100.0,73.81,91.76,89.41,données du projet,82.84,81.34,70.25,44.4,95.32,78.14333333333337,65.675,92.36,71.28,71.28
EX24_Medenine_2020_09,Medenine,Medenine,Sud-Est,2020,9,2020-09-15,33.387738,10.545576,643753.39,3695340.12,150,54.0,32.45,11.62,48.35,32.39,92.88,79.04,72.2,96.39,données du projet,89.41,82.84,81.34,49.89,80.3,84.53000000000003,73.17666666666666,68.37,58.39,58.39
EX24_Medenine_2020_10,Medenine,Medenine,Sud-Est,2020,10,2020-10-15,33.380151,10.485805,638205.63,3694417.91,150,54.0,25.28,35.31,54.11,50.09,47.75,68.89,55.35,68.86,données du projet,96.39,89.41,82.84,65.33,68.94,89.5466666666667,80.92666666666666,50.85,46.76,46.76
EX24_Medenine_2020_11,Medenine,Medenine,Sud-Est,2020,11,2020-11-15,33.461646,10.477245,637280.98,3703442.95,150,54.0,19.15,31.26,62.73,47.24,50.94,68.79,41.96,56.65,données du projet,68.86,96.39,89.41,70.25,51.32,84.8866666666667,81.515,59.15,45.44,45.44
EX24_Medenine_2020_12,Medenine,Medenine,Sud-Est,2020,12,2020-12-15,33.44162,10.536208,642793.73,3701301.86,150,54.0,18.73,58.57,69.2,54.49,42.44,72.42,48.03,51.31,données du projet,56.65,68.86,96.39,81.34,50.35,73.9666666666667,79.24833333333333,47.75,51.27,51.27
EX24_Medenine_2021_01,Medenine,Medenine,Sud-Est,2021,1,2021-01-15,33.405674,10.49706,639211.94,3697262.96,150,54.0,21.69,63.95,73.78,59.94,29.76,69.77,48.32,44.54,données du projet,51.31,56.65,68.86,82.84,49.36,58.94000000000003,74.24333333333333,47.43,59.7,59.7
EX24_Medenine_2021_02,Medenine,Medenine,Sud-Est,2021,2,2021-02-15,33.398994,10.545014,643682.52,3696587.46,150,54.0,21.5,67.21,69.24,55.21,39.27,61.5,44.83,48.16,données du projet,44.54,51.31,56.65,89.41,44.4,50.83333333333337,67.86,56.82,75.32,75.32
EX24_Medenine_2021_03,Medenine,Medenine,Sud-Est,2021,3,2021-03-15,33.317152,10.530039,642423.11,3687491.97,150,54.0,25.67,55.22,61.09,43.57,53.89,74.89,57.9,59.74,données du projet,48.16,44.54,51.31,96.39,49.89,48.003333333333366,60.98499999999999,87.85,82.54,82.54
EX24_Medenine_2021_04,Medenine,Medenine,Sud-Est,2021,4,2021-04-15,33.343617,10.483533,638051.98,3690363.88,150,54.0,29.12,22.72,62.56,37.71,70.11,67.58,52.7,73.78,données du projet,59.74,48.16,44.54,68.86,65.33,50.81333333333336,54.876666666666665,76.94,89.86,89.86
EX24_Medenine_2021_05,Medenine,Medenine,Sud-Est,2021,5,2021-05-15,33.328498,10.505679,640137.2,3688717.07,150,54.0,32.69,32.98,49.98,33.1,76.24,67.8,43.06,82.37,données du projet,73.78,59.74,48.16,56.65,70.25,60.56000000000003,55.696666666666665,80.72,89.08,89.08
EX24_Medenine_2021_06,Medenine,Medenine,Sud-Est,2021,6,2021-06-15,33.370066,10.492046,638802.18,3693307.95,150,54.0,34.9,24.54,43.26,21.52,91.44,77.34,68.99,91.87,données du projet,82.37,73.78,59.74,51.31,81.34,71.96333333333337,59.98333333333334,80.44,89.67,89.67
EX24_Medenine_2021_07,Medenine,Medenine,Sud-Est,2021,7,2021-07-15,33.349241,10.479205,637640.28,3690981.84,150,54.0,38.56,19.86,35.11,15.23,100.0,70.52,79.18,92.63,données du projet,91.87,82.37,73.78,44.54,82.84,82.67333333333336,66.74333333333334,91.02,79.88,79.88
EX24_Medenine_2021_08,Medenine,Medenine,Sud-Est,2021,8,2021-08-15,33.324392,10.482278,637965.47,3688230.61,150,54.0,37.22,28.05,49.61,24.82,100.0,89.03,74.07,90.58,données du projet,92.63,91.87,82.37,48.16,89.41,88.9566666666667,74.75833333333334,89.42,68.58,68.58
EX24_Medenine_2021_09,Medenine,Medenine,Sud-Est,2021,9,2021-09-15,33.400853,10.468525,636565.7,3696690.55,150,54.0,33.43,14.18,55.5,27.13,98.69,75.63,63.01,85.23,données du projet,90.58,92.63,91.87,59.74,96.39,91.69333333333337,81.82833333333333,60.28,60.79,60.79
EX24_Medenine_2021_10,Medenine,Medenine,Sud-Est,2021,10,2021-10-15,33.276526,10.515733,641156.74,3682967.94,150,54.0,26.8,41.04,63.05,46.71,66.89,70.0,42.88,68.94,données du projet,85.23,90.58,92.63,73.78,68.86,89.48000000000002,86.07666666666667,66.32,54.95,54.95
EX24_Medenine_2021_11,Medenine,Medenine,Sud-Est,2021,11,2021-11-15,33.349964,10.524069,641814.11,3691122.13,150,54.0,21.2,47.0,65.13,39.79,46.97,61.5,56.02,61.45,données du projet,68.94,85.23,90.58,82.37,56.65,81.58333333333336,85.27,55.97,55.83,55.83
EX24_Medenine_2021_12,Medenine,Medenine,Sud-Est,2021,12,2021-12-15,33.362828,10.474157,637149.23,3692481.63,150,54.0,20.29,41.62,71.26,58.31,34.21,57.63,49.94,50.61,données du projet,61.45,68.94,85.23,91.87,51.31,71.87333333333335,81.78333333333333,63.8,53.28,53.28
EX24_Medenine_2022_01,Medenine,Medenine,Sud-Est,2022,1,2022-01-15,33.272769,10.497391,639454.44,3682526.73,150,54.0,20.48,88.91,72.66,52.36,27.46,57.39,60.24,55.26,données du projet,50.61,61.45,68.94,92.63,44.54,60.333333333333364,74.90666666666667,49.04,61.17,61.17
EX24_Medenine_2022_02,Medenine,Medenine,Sud-Est,2022,2,2022-02-15,33.360017,10.527369,642104.9,3692241.35,150,54.0,17.48,44.41,65.48,51.35,49.36,73.92,45.29,50.32,données du projet,55.26,50.61,61.45,90.58,48.16,55.77333333333336,68.67833333333333,57.28,67.9,67.9
EX24_Medenine_2022_03,Medenine,Medenine,Sud-Est,2022,3,2022-03-15,33.333281,10.51772,641250.26,3689263.66,150,54.0,26.79,49.42,60.04,42.98,44.11,71.46,41.0,51.92,données du projet,50.32,55.26,50.61,85.23,59.74,52.06333333333336,61.968333333333334,80.24,80.99,80.99
EX24_Medenine_2022_04,Medenine,Medenine,Sud-Est,2022,4,2022-04-15,33.369381,10.507384,640230.3,3693252.49,150,54.0,29.52,48.16,63.9,28.64,62.06,77.02,54.52,74.03,données du projet,51.92,50.32,55.26,68.94,73.78,52.50000000000003,56.416666666666664,79.71,87.96,87.96
EX24_Medenine_2022_05,Medenine,Medenine,Sud-Est,2022,5,2022-05-15,33.338865,10.516314,641110.41,3689880.96,150,54.0,32.26,26.07,50.44,35.72,73.86,74.78,60.19,83.6,données du projet,74.03,51.92,50.32,61.45,82.37,58.756666666666696,57.26500000000001,59.29,88.32,88.32
EX24_Medenine_2022_06,Medenine,Medenine,Sud-Est,2022,6,2022-06-15,33.361005,10.493106,638915.2,3692304.62,150,54.0,40.37,47.64,49.97,32.34,86.14,82.43,78.06,89.06,données du projet,83.6,74.03,51.92,50.61,91.87,69.85000000000002,60.95666666666667,88.08,84.09,84.09
EX24_Medenine_2022_07,Medenine,Medenine,Sud-Est,2022,7,2022-07-15,33.319452,10.500346,639655.15,3687706.86,150,54.0,37.6,12.43,35.71,19.89,91.68,84.41,74.08,91.53,données du projet,89.06,83.6,74.03,55.26,92.63,82.23000000000002,67.365,83.74,82.64,82.64
EX24_Medenine_2022_08,Medenine,Medenine,Sud-Est,2022,8,2022-08-15,33.358015,10.544215,643675.68,3692042.42,150,54.0,36.87,10.2,40.24,27.7,100.0,81.1,72.48,82.82,données du projet,91.53,89.06,83.6,50.32,90.58,88.06333333333338,73.41000000000001,81.71,83.35,83.35
EX24_Medenine_2022_09,Medenine,Medenine,Sud-Est,2022,9,2022-09-15,33.323868,10.43315,633393.17,3688108.54,150,54.0,34.38,15.94,50.85,30.07,99.74,86.19,71.25,89.24,données du projet,82.82,91.53,89.06,51.92,85.23,87.80333333333336,78.82666666666667,76.93,71.95,71.95
EX24_Medenine_2022_10,Medenine,Medenine,Sud-Est,2022,10,2022-10-15,33.356647,10.528728,642236.83,3691869.53,150,54.0,25.81,43.11,62.07,40.03,58.58,69.88,51.94,80.34,données du projet,89.24,82.82,91.53,74.03,68.94,87.86333333333334,85.04666666666667,84.23,65.0,65.0
EX24_Medenine_2022_11,Medenine,Medenine,Sud-Est,2022,11,2022-11-15,33.345806,10.491097,638752.45,3690616.64,150,54.0,22.7,52.37,70.68,37.9,54.92,69.51,52.08,74.42,données du projet,80.34,89.24,82.82,83.6,61.45,84.13333333333337,86.09833333333334,78.54,57.72,57.72
EX24_Medenine_2022_12,Medenine,Medenine,Sud-Est,2022,12,2022-12-15,33.32797,10.461687,636043.16,3688600.25,150,54.0,19.28,36.74,71.08,46.57,42.46,53.32,55.06,65.87,données du projet,74.42,80.34,89.24,89.06,50.61,81.33333333333337,84.56833333333333,56.73,57.54,57.54
EX24_Medenine_2023_01,Medenine,Medenine,Sud-Est,2023,1,2023-01-15,33.347683,10.54261,643543.23,3690894.63,150,54.0,20.97,57.03,63.62,62.67,40.38,65.49,42.02,56.38,données du projet,65.87,74.42,80.34,91.53,55.26,73.54333333333336,80.70333333333333,55.72,66.79,66.79
EX24_Medenine_2023_02,Medenine,Medenine,Sud-Est,2023,2,2023-02-15,33.386845,10.498698,639394.31,3695177.3,150,54.0,22.07,90.66,72.24,52.73,38.02,62.72,39.05,60.75,données du projet,56.38,65.87,74.42,82.82,50.32,65.5566666666667,74.84500000000001,51.92,65.07,65.07
EX24_Medenine_2023_03,Medenine,Medenine,Sud-Est,2023,3,2023-03-15,33.350811,10.548945,644127.67,3691250.16,150,54.0,25.33,45.28,56.81,48.12,43.53,66.41,57.82,56.61,données du projet,60.75,56.38,65.87,89.24,51.92,61.00000000000003,71.16666666666667,54.3,73.42,73.42
EX24_Medenine_2023_04,Medenine,Medenine,Sud-Est,2023,4,2023-04-15,33.350465,10.528912,642263.97,3691184.27,150,54.0,29.48,49.3,59.93,37.93,66.2,78.4,50.41,73.16,données du projet,56.61,60.75,56.38,80.34,74.03,57.91333333333336,65.72833333333334,61.39,85.94,85.94
EX24_Medenine_2023_05,Medenine,Medenine,Sud-Est,2023,5,2023-05-15,33.350441,10.491458,638778.64,3691131.08,150,54.0,31.61,17.5,56.15,27.4,71.69,71.69,57.89,71.24,données du projet,73.16,56.61,60.75,74.42,83.6,63.506666666666696,64.53166666666667,60.64,94.12,94.12
EX24_Medenine_2023_06,Medenine,Medenine,Sud-Est,2023,6,2023-06-15,33.367939,10.513883,640837.22,3693101.39,150,54.0,40.24,39.96,42.94,19.15,76.79,84.33,91.65,82.8,données du projet,71.24,73.16,56.61,65.87,89.06,67.00333333333337,64.00166666666667,87.0,93.76,93.76
